Date,From,Subject
"Thu, 04 Jan 2024 13:05:13 +0000 (UTC)",Universidad de Chile <info@trabajandola.cl>,"=?UTF-8?B?8J+TjCBHQUJSSUVMQSBBTkdFTCwgQWRtaXNpw7Nu?= con 30% OFF
 Diplomados 2024 | Anticipa tu =?UTF-8?B?bWF0csOtY3VsYQ==?= y estudia con el
 sello de la UChile, N1 del =?UTF-8?B?cGHDrXMg8J+TlvCfjpM=?="
"Thu, 04 Jan 2024 12:20:00 +0000 (UTC)",Medium Daily Digest <noreply@medium.com>,"10 Common Software Architectural Patterns in a nutshell | Vijini
 Mallawaarachchi in Towards Data Science"
4 Jan 2024 06:47:10 -0500,"""CodeProject"" <mailout@maillist.codeproject.com>","=?utf-8?B?8J+klvCfk7AgIE5lYXJseSAxMSBtaWxsaW9uIFNTSCBzZXJ2?=
 =?utf-8?B?ZXJzIHZ1bG5lcmFibGUgdG8gbmV3IFRlcnJhcGluIGF0dGFja3MgLSBU?=
 =?utf-8?B?aGUgRGFpbHkgSW5zaWRlcg==?="
"Thu, 4 Jan 2024 02:22:25 -0800",=?UTF-8?B?TGlua2VkSW4gSm9icyBUZWFt?= <linkedin@e.linkedin.com>,"=?UTF-8?B?R0FCUklFTEEgQU5HRUwsIGVzdMOhcyBhIHVuYSBjb252ZXJzYWM=?=
	=?UTF-8?B?acOzbiBkZSB0dSBwcsOzeGltbyBmaWNoYWpl?="
"Wed, 3 Jan 2024 23:30:00 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,Convocatoria a Elecciones Complementarias
"Wed, 3 Jan 2024 20:04:10 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL
"Wed, 3 Jan 2024 19:50:34 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL - ING. INDUSTRIAL
"Wed, 3 Jan 2024 19:43:57 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?CONVOCATORIA_DE_PR=C3=81CTICAS_=2D_BIOLOG=C3=8DA=2C_ING=2E_DE_IND=2E?=
	=?UTF-8?Q?_ALIMENTARIAS=2C_ING=2E_QU=C3=8DMICA?="
"Thu, 4 Jan 2024 00:25:15 +0000 (UTC)",LinkedIn <messages-noreply@linkedin.com>,"=?UTF-8?Q?=F0=9F=92=AC_GABRIELA_ANGEL,_a=C3=B1ade_a_Paul_?=
 =?UTF-8?Q?Diego_Saravia_Vel=C3=A1squez_a_tu_red?="
"Thu, 4 Jan 2024 00:12:32 +0000 (UTC)",LinkedIn <notifications-noreply@linkedin.com>,=?UTF-8?Q?Kriss_Quiroz_ha_compartido_una=E2=80=A6?=
"Thu, 4 Jan 2024 00:03:30 +0000",Mentioned by Coastal Carolina University <premium@academia-mail.com>,"=?UTF-8?Q?Are_you_the_=E2=80=9CG._Chipana_Perez=E2=80=9D_mentioned?=
 =?UTF-8?Q?_in_History_papers=3F?="
"Wed, 3 Jan 2024 22:09:59 +0000",Vic from Visme <updates@visme.co>,=?UTF-8?q?=F0=9F=8F=86_The_Best_of_2023_|_A_Quick_Roundup_of_Visme?= =?UTF-8?q?=E2=80=99s_Top_Articles_?=
"Wed, 3 Jan 2024 19:14:07 +0000 (UTC)",LinkedIn <jobs-listings@linkedin.com>,"Vacante de Web Developer - Remote, Full-Time en Bluelight
 Consulting | DevOps & Software Development"
3 Jan 2024 12:52:52 -0500,"""CodeProject"" <mailout@maillist.codeproject.com>","=?utf-8?B?8J+SviBDaGVzcyBQcm9ncmFtIGluIEMjIC0gVGhlIERhaWx5?=
 =?utf-8?B?IEJ1aWxk?="
"Wed, 3 Jan 2024 10:18:36 -0600 (CST)",Docker <no-reply@docker.com>,=?UTF-8?Q?Welcome_to_Docker_Scout:_Let=E2=80=99s_get_started?=
"Wed, 03 Jan 2024 16:16:58 +0000","""Wolfram U"" <training@email.wolfram.com>",January Wolfram U events
"Wed, 3 Jan 2024 11:08:47 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL - CONTABILIDAD
"Wed, 3 Jan 2024 11:00:40 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,=?UTF-8?Q?CONVOCATORIA_DE_PR=C3=81CTICAS_=2D_ING=2E_EL=C3=89CTRICA?=
"Wed, 3 Jan 2024 10:57:18 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,=?UTF-8?Q?CONVOCATORIA_LABORAL_=2D_EDUCACI=C3=93N?=
"Wed, 3 Jan 2024 10:41:44 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,=?UTF-8?Q?CONVOCATORIA_DE_PR=C3=81CTICAS_=2D_CONTABILIDAD?=
"Wed, 3 Jan 2024 10:38:36 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?CONVOCATORIA_DE_PR=C3=81CTICAS_=2D_ING=2E_MATERIALES=2C_ING=2E_M?=
	=?UTF-8?Q?EC=C3=81NICA=2C_ING=2E_METALURGICA?="
"Wed, 3 Jan 2024 10:33:18 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?CONVOCATORIA_DE_PR=C3=81CTICAS_=2D_ING=2E_INDUSTRIAL=2C_ING=2E_A?=
	=?UTF-8?Q?MBIENTAL?="
"Wed, 3 Jan 2024 10:20:40 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL - CONTABILIDAD
"Wed, 3 Jan 2024 10:18:29 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?CONVOCATORIA_LABORAL_=2D_RELACIONES_INDUSTRIALES=2C_ADMI?=
	=?UTF-8?Q?NISTRACI=C3=93N=2C_CONTABILIDAD?="
"Wed, 03 Jan 2024 14:31:00 +0000 (UTC)",Medium <hello@medium.com>,"=?UTF-8?B?WW914oCZdmUgZ290IGEgc3RvcnkuIE5vd+KAmXM=?= your chance to
 tell it."
"Wed, 03 Jan 2024 14:21:10 +0000 (UTC)","=?utf-8?q?Universidad_Aut=C3=B3noma_de_Chile?=
	<info@trabajosenchile.cl>","=?UTF-8?B?wr9HQUJSSUVMQQ==?= ANGEL, Quieres estudiar a tu ritmo y
 desde cualquier lugar del mundo? =?UTF-8?B?8J+MjiDCocOabmV0ZQ==?= a nuestras
 Carreras Advance 100% Online! =?UTF-8?B?8J+agPCfjpM=?="
"Wed, 3 Jan 2024 08:56:26 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,INFOUNSA: CURSOS DE VERANO
"Wed, 03 Jan 2024 13:20:53 +0000 (UTC)","=?utf-8?q?Universidad_T=C3=A9cnica_Federico_Santa_Maria?=
	<noreply@jobsafari.cl>","=?UTF-8?B?8J+SoQ==?= GABRIELA ANGEL, Desarrolla tu potencial,
 =?UTF-8?B?wqFlbCBtb21lbnRvIGVzIGFob3JhIPCfj4Yh?= Postula a
 =?UTF-8?B?SW5nZW5pZXLDrWE=?= Comercial Vespertina USM"
"Wed, 03 Jan 2024 12:27:39 GMT","""Elsevier Health"" <promotion@health.email.elsevierhealth.com>","=?windows-1252?Q?=A1Feliz_2024!_Hasta_12%_en_T=EDtulos_de_su_esp?=
 =?windows-1252?Q?ecialidad._Ver_la_oferta?="
"Wed, 03 Jan 2024 12:20:00 +0000 (UTC)",Medium Daily Digest <noreply@medium.com>,"6 Pandas Mistakes That Silently Tell You Are a Rookie | Bex T. in
 Towards AI"
3 Jan 2024 06:43:41 -0500,"""CodeProject"" <mailout@maillist.codeproject.com>","=?utf-8?B?8J+klvCfk7AgIFZpc3VhbCBTdHVkaW8gMjAxMyBSZXRpcmVt?=
 =?utf-8?B?ZW50OiBTdXBwb3J0IHJlbWluZGVyIGZvciBvbGRlciB2ZXJzaW9ucyBv?=
 =?utf-8?B?ZiBWaXN1YWwgU3R1ZGlvIC0gVGhlIERhaWx5IEluc2lkZXI=?="
"Tue, 02 Jan 2024 19:58:13 -0800","""ROLANDO JESUS CARDENAS TALAVERA (Classroom)"" <no-reply@classroom.google.com>",=?UTF-8?Q?Fecha_de_entrega_ma=C3=B1ana=3A_=22Trabajo_Final=22?=
"Tue, 02 Jan 2024 16:45:40 -0600","""Tottus"" <contacto@pe.tottus.com>","=?UTF-8?B?Q29uIGxvcyBQcmVjaWF6b3MgZW4gcHJvZHVjdG9zIFRvdHR1cyBh?=
 =?UTF-8?B?aG9ycmFzIHkgYWxjYW56YSBwYXJhIG3DoXMg8J+Smg==?="
"Tue, 02 Jan 2024 19:22:26 +0000",Anaconda <account@anaconda.cloud>,=?utf-8?Q?Please=20verify=20your=20account?=
"Tue, 2 Jan 2024 19:08:49 +0000","""Aesthetic-Cat (mediante Slack)"" <notification@slack.com>",=?utf-8?Q?Tienes_=35_mensajes_sin_leer?=
2 Jan 2024 12:57:27 -0500,"""CodeProject"" <mailout@maillist.codeproject.com>","=?utf-8?B?8J+SviBVbmlEb2NrIC0gQSBOZXcgTXVsdGlwbGF0Zm9ybSBV?=
 =?utf-8?B?SSBEb2NraW5nIEZyYW1ld29yay4gVW5pRG9jayBQb3dlciBGZWF0dXJl?=
 =?utf-8?B?cy4gLSBUaGUgRGFpbHkgQnVpbGQ=?="
"Tue, 02 Jan 2024 15:36:12 +0000 (UTC)",GitHub <noreply@github.com>,[GitHub] Your Dependabot alerts for the week of Dec 26 - Jan 2
"Tue, 02 Jan 2024 12:20:00 +0000 (UTC)",Medium Daily Digest <noreply@medium.com>,"The Portfolio that Got Me a Data Scientist Job | Matt Chapman in
 Towards Data Science"
2 Jan 2024 06:47:23 -0500,"""CodeProject"" <mailout@maillist.codeproject.com>","=?utf-8?B?8J+klvCfk7AgIEdpdEh1YiBtYWtlcyBDb3BpbG90IENoYXQg?=
 =?utf-8?B?Z2VuZXJhbGx5IGF2YWlsYWJsZSwgbGV0dGluZyBkZXZzIGFzayBxdWVz?=
 =?utf-8?B?dGlvbnMgYWJvdXQgY29kZSAtIFRoZSBEYWlseSBJbnNpZGVy?="
"Tue, 2 Jan 2024 02:36:08 -0800",=?UTF-8?B?U0hFSU4=?= <shein@market.sheinmail.com>,"=?UTF-8?B?wr9GYWx0YW4gY29zYXMgZW4gdHUgbGlzdGEgZGUgZGVzZW9zPyA=?=
	=?UTF-8?B?8J+RgPCfk4M=?="
"Tue, 02 Jan 2024 07:33:02 +0000 (UTC)","""Turing - U.S. Software Jobs"" <noreply@turing.com>","[Action Required]: , update your availability status and let U.S.
 companies know that =?UTF-8?B?eW914oCZcmU=?= #availableforwork!"
"Tue, 2 Jan 2024 00:18:06 +0000 (UTC)",LinkedIn <notifications-noreply@linkedin.com>,"=?UTF-8?Q?=F0=9F=93=A9_GABRIELA_ANGEL_CHIPANA_PEREZ,_ti?=
 =?UTF-8?Q?enes_invitaciones_y_mensajes_nuevos?="
"Mon, 1 Jan 2024 22:54:48 +0000",Mentioned by zuleide Queiroz <premium@academia-mail.com>,"=?UTF-8?Q?=E2=80=9CG._Chipana_Perez=E2=80=9D:_1_menci=C3=B3n_en_un?=
 =?UTF-8?Q?_art=C3=ADculo_sobre_Medicine_recientemente_descubiertos_por?=
 =?UTF-8?Q?_Academia?="
"Mon, 1 Jan 2024 17:53:35 +0000 (UTC)",LinkedIn <notifications-noreply@linkedin.com>,"=?UTF-8?Q?GABRIELA_ANGEL,_tus_publicaciones_obtu?=
 =?UTF-8?Q?vieron_72=C2=A0impresiones_la_semana_pasada.?="
1 Jan 2024 12:44:07 -0500,"""CodeProject"" <mailout@maillist.codeproject.com>","=?utf-8?B?8J+SviBJbnRlbGxpRmlsZSAtIEFuIEFsdGVybmF0aXZlIFdp?=
 =?utf-8?B?bmRvd3MgVmVyc2lvbiB0byB0aGUgRmFtb3VzIFRvdGFsIENvbW1hbmRl?=
 =?utf-8?B?ciAtIFRoZSBEYWlseSBCdWlsZA==?="
"Mon, 1 Jan 2024 11:00:00 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,=?UTF-8?B?8J+nviBCb2xldMOtbiAiQWN0dWFsaWRhZCBBZ3VzdGluYSJfMDQz?=
"Mon, 01 Jan 2024 15:29:35 +0000 (UTC)",Medium <hello@medium.com>,"=?UTF-8?B?4oCcR29hbHM=?= without plans are just
 =?UTF-8?B?d2lzaGVzLuKAnQ==?="
"Mon, 1 Jan 2024 15:21:24 +0000 (UTC)",SHEIN <shein@news.emailmarket.shein.com>,=?UTF-8?Q?Brindamos_por_el_A=C3=B1o_Nuevo=F0=9F=8D=BB?=
"Mon, 01 Jan 2024 12:20:00 +0000 (UTC)",Medium Daily Digest <noreply@medium.com>,"How I Cracked the Meta Machine Learning Engineering Interview |
 Samuel Flender in Towards Data Science"
"Mon, 1 Jan 2024 07:00:00 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,=?UTF-8?B?8J+OhCDCoUZFTElaIFkgUFLDk1NQRVJPIEHDkU8gTlVFVk8h?=
"Sun, 31 Dec 2023 23:57:32 -0500",PIERO EMILIANO VIZCARRA VARGAS <pvizcarra@unsa.edu.pe>,=?UTF-8?Q?FELIZ_A=C3=91O_NUEVO_2024?=
"Sun, 31 Dec 2023 18:51:20 -0800","""ROLANDO JESUS CARDENAS TALAVERA (Classroom)"" <no-reply@classroom.google.com>","=?UTF-8?B?TnVldm8gYW51bmNpbzogIkJ1ZW5hcyBub2NoZXMswqAKU2UgaGEgYW1wbGlhZG8gZWwgcA==?=
	=?UTF-8?B?bGF6b+KApiI=?="
"Sun, 31 Dec 2023 12:48:00 -0800",=?UTF-8?B?U0hFSU4=?= <shein@market.sheinmail.com>,"=?UTF-8?B?wr9Fc3TDoXMgbGlzdGEgcGFyYSBjYW1iaWFyIHR1IGVzdGlsbz8=?=
	=?UTF-8?B?IFNlIGxhIHByaW1lcmEgZW4gbGxldmFybG8u?="
"Sun, 31 Dec 2023 18:02:33 +0000 (UTC)",LinkedIn <jobs-listings@linkedin.com>,"Vacante de Practicante de Desarrollo Fullstack en TIVIT LATAM: En
 busca activa de personal"
"Sun, 31 Dec 2023 08:29:26 -0500",=?UTF-8?Q?DIRECCI=C3=93N_DE_INVESTIGACI=C3=93N?= <vri.di@unsa.edu.pe>,Boletin No 25
"Sun, 31 Dec 2023 12:20:00 +0000 (UTC)",Medium Daily Digest <noreply@medium.com>,"Can LLMs Replace Data Analysts? Getting Answers Using SQL | Mariya
 Mansurova in Towards Data Science"
"Sun, 31 Dec 2023 04:12:45 -0800",=?UTF-8?B?U0hFSU4=?= <shein@market.sheinmail.com>,"=?UTF-8?B?QcOxbzogRmluYWxpemFuZG8uIE9mZXJ0YXM6IENvbWVuemFuZG8=?=
	=?UTF-8?B?IPCfpJHwn6SR8J+kkQ==?="
"Sat, 30 Dec 2023 19:58:08 -0800","""ROLANDO JESUS CARDENAS TALAVERA (Classroom)"" <no-reply@classroom.google.com>",=?UTF-8?Q?Fecha_de_entrega_ma=C3=B1ana=3A_=22Trabajo_Final=22?=
"Sun, 31 Dec 2023 03:21:23 +0000",Trello <do-not-reply@trello.com>,"3 notificaciones nuevas en Brunch Brawl desde 21:20 (30 de
 diciembre de 2023)"
"Sun, 31 Dec 2023 00:12:33 +0000 (UTC)",LinkedIn <notifications-noreply@linkedin.com>,"=?UTF-8?Q?=F0=9F=93=A9_GABRIELA_ANGEL_CHIPANA_PEREZ,_tiene?=
 =?UTF-8?Q?s_invitaciones_nuevas_y_otras_novedades?="
"Sat, 30 Dec 2023 23:23:27 +0000 (UTC)",Kevin Chambi Tapia <invitations@linkedin.com>,Acabo de solicitarte contacto
"Sat, 30 Dec 2023 22:25:32 +0000 (UTC)",LinkedIn <messages-noreply@linkedin.com>,"GABRIELA ANGEL, sigue a Jhonn Vivanco, IT Talent Acquisition
 Specialist: 35.688 seguidores"
"Sat, 30 Dec 2023 21:46:34 +0000",Mentioned by Yara Sampaio <premium@academia-mail.com>,"=?UTF-8?Q?=E2=80=9CG._Chipana_Perez=E2=80=9D:_1_menci=C3=B3n_en_un?=
 =?UTF-8?Q?_art=C3=ADculo_sobre_Clinical_Sciences_recientemente_descubiertos?=
 =?UTF-8?Q?_por_Academia?="
"Sat, 30 Dec 2023 17:21:56 +0000",AWS Emerging Talent Community <aws-emergingtalent@email.influitive.com>,Your AWS Emerging Talent Community invite is waiting!
"Sat, 30 Dec 2023 09:28:42 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,=?UTF-8?Q?CONVOCATORIA_LABORAL_=2D_PSICOLOG=C3=8DA?=
"Sat, 30 Dec 2023 09:19:15 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"CONVOCATORIA LABORAL - MARKETING, RELACIONES INDUSTRIALES"
"Sat, 30 Dec 2023 09:12:25 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL - MARKETING
"Sat, 30 Dec 2023 12:20:00 +0000 (UTC)",Medium Daily Digest <noreply@medium.com>,"How to Convert Any Text Into a Graph of Concepts | Rahul Nayak in
 Towards Data Science"
"Fri, 29 Dec 2023 17:09:42 -0600","""Tottus"" <contacto@pe.tottus.com>","=?UTF-8?B?8J+OiSDCoUZlc3RlamEgZWwgQcOxbyBOdWV2byBjb24gNSBjb21i?=
 =?UTF-8?B?b3MgZWxlY3RybyEgwqFEZXNjw7picmVsb3MgYWwgY29tcHJhciBhIHBhcnRp?=
 =?UTF-8?B?ciBkZSA2LjUgS2cgZW4gY2FybmVzIGRlIGNlcmRvISDwn5C38J+Smg==?="
"Fri, 29 Dec 2023 23:00:14 +0000",W3Schools <info@w3schools.com>,=?utf-8?q?Up_to_65%_Off=F0=9F=94=A5?=
"Fri, 29 Dec 2023 23:00:02 +0000","""Hack The Box"" <crew@hackthebox.com>",=?utf-8?q?Practice_today!_Unlock_a_=F0=9F=8E=81?=
"Fri, 29 Dec 2023 21:11:50 +0000",Mentioned by Daniel Loucks <premium@academia-mail.com>,"=?UTF-8?Q?50%_Off,_2_days_only_-_Are_you_the_=E2=80=9CG._Chipana?=
 =?UTF-8?Q?_Perez=E2=80=9D_cited_in_Multidisciplinary_papers=3F?="
"Fri, 29 Dec 2023 20:23:37 +0000",Amazon Web Services <aws-marketing-email-replies@amazon.com>,"=?UTF-8?Q?Saque_m=C3=A1s_provecho_a_los_dat?=
 =?UTF-8?Q?os_mediante_an=C3=A1lisis_modernos?="
"Fri, 29 Dec 2023 14:43:22 -0500",SUBDIRECCION DE BIENESTAR UNIVERSITARIO <bienestar@unsa.edu.pe>,VIDEO: ALIMENTACION Y ANEMIA
"Fri, 29 Dec 2023 13:39:40 -0600","""Tottus"" <contacto@pe.tottus.com>","=?UTF-8?B?wqFDZWxlYnJhIGVsIDIwMjQgY29uIG51ZXN0cm9zIFByZWNpYXpv?=
 =?UTF-8?B?cyBwYXJhIHR1cyBjZW5hcyHwn46J?="
"Fri, 29 Dec 2023 14:32:22 -0500",SUBDIRECCION DE BIENESTAR UNIVERSITARIO <bienestar@unsa.edu.pe>,=?UTF-8?Q?INFOGRAF=C3=8DA_=2D_ALIMENTOS_QUE_DEBES_EVITAR_CONSUMIR?=
"Fri, 29 Dec 2023 18:24:24 +0000 (UTC)",LinkedIn <jobs-listings@linkedin.com>,"Vacante de Supervisor de operaciones de TI en Indra: En busca
 activa de personal"
29 Dec 2023 12:52:42 -0500,"""CodeProject"" <mailout@maillist.codeproject.com>","=?utf-8?B?8J+SviBSdW5uaW5nIGEgTmV1cmFsIE5ldHdvcmsgTW9kZWwg?=
 =?utf-8?B?aW4gT3BlbkNWIC0gVGhlIERhaWx5IEJ1aWxk?="
"Fri, 29 Dec 2023 17:17:01 +0000",=?utf-8?Q?You.com?= <hey@you.com>,=?utf-8?Q?Hurry=21=20Your=20last=20chance=20for=20current=20YouPro=20pricing=E2=8F=B3?=
"Fri, 29 Dec 2023 15:11:12 +0000 (UTC)",Medium <hello@medium.com>,
"Fri, 29 Dec 2023 05:04:53 -0800",=?UTF-8?B?U0hFSU4=?= <shein@market.sheinmail.com>,"=?UTF-8?B?TWFyY2FzIFNIRUlOIHwgTG8gY29uZmVzYW1vcy4uLmhlbW9zIGw=?=
	=?UTF-8?B?ZcOtZG8gdHUgbGlzdGEgZGUgZGVzZW9zLg==?="
"Fri, 29 Dec 2023 07:52:54 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,=?UTF-8?Q?CONVOCATORIA_DE_PR=C3=81CTICAS_=2D_AREA_INGENIER=C3=8DAS?=
"Fri, 29 Dec 2023 07:48:41 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CAPACITACION GRATUITA - PROGRAMA DE MENTORIA PARA MUJERES ECONOMISTAS
"Fri, 29 Dec 2023 12:20:00 +0000 (UTC)",Medium Daily Digest <noreply@medium.com>,"Python to Rust: Everything You Must Know About Virtual Environments |
 Dennis Bakhuis in Towards Data Science"
29 Dec 2023 06:45:26 -0500,"""CodeProject"" <mailout@maillist.codeproject.com>","=?utf-8?B?8J+klvCfk7AgIEV2ZXJ5IFdpbmRvd3MgMTAgYW5kIDExIGZl?=
 =?utf-8?B?YXR1cmUgTWljcm9zb2Z0IGRlcHJlY2F0ZWQgaW4gMjAyMyAtIFRoZSBE?=
 =?utf-8?B?YWlseSBJbnNpZGVy?="
"Fri, 29 Dec 2023 02:23:28 +0000 (UTC)",=?UTF-8?Q?ARTURO_JES=C3=9AS_JARA_HUILCA?= <invitations@linkedin.com>,Acabo de solicitarte contacto
"Fri, 29 Dec 2023 00:20:27 +0000 (UTC)",LinkedIn <messages-noreply@linkedin.com>,30 personas han visitado tu perfil
"Fri, 29 Dec 2023 00:14:23 +0000 (UTC)",LinkedIn <notifications-noreply@linkedin.com>,"=?UTF-8?Q?=F0=9F=93=A9_GABRIELA_ANGEL_CHIPANA_PEREZ,_tiene?=
 =?UTF-8?Q?s_un_mensaje_y_una_notificaci=C3=B3n_nuevos?="
"Thu, 28 Dec 2023 16:11:13 -0600","""Tottus"" <contacto@pe.tottus.com>","=?UTF-8?B?wqFSZWNpYmUgZWwgYcOxbyBhaG9ycmFuZG8gY29uIGxvcyBQUkVD?=
 =?UTF-8?B?SUFaT1MhIPCfpbPwn6Sp?="
"Thu, 28 Dec 2023 14:53:27 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,=?UTF-8?Q?REVISTA_GENTE_=2D_Edici=C3=B3n_N=C2=BA_02_=2D_2023?=
"Thu, 28 Dec 2023 14:47:52 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL - ING. SISTEMAS
"Thu, 28 Dec 2023 11:22:14 -0800","""Meta Quest"" <do_not_reply@email.meta.com>","=?UTF-8?B?U2UgaGEgY2FtYmlhZG8g?=
 =?UTF-8?B?bGEgaW5mb3JtYWNpw7NuIA==?=
 =?UTF-8?B?ZGUgdHUgY3VlbnRhIHJl?=
 =?UTF-8?B?Y2llbnRlbWVudGU=?="
"Thu, 28 Dec 2023 11:19:19 -0800","""Meta"" <notification@email.meta.com>","=?UTF-8?B?Q29uZmlybWEgdHUgZGly?=
 =?UTF-8?B?ZWNjacOzbiBkZSBjb3JyZQ==?=
 =?UTF-8?B?byBlbGVjdHLDs25pY28gcA==?=
 =?UTF-8?B?YXJhIHR1IG51ZXZhIGN1?=
 =?UTF-8?B?ZW50YSBkZSBNZXRh?="
"Thu, 28 Dec 2023 18:33:28 +0000",Roboflow Team <hello@roboflow.com>,Using a Self-Hosted GPT-4 Vision Alternative
28 Dec 2023 12:58:25 -0500,"""CodeProject"" <mailout@maillist.codeproject.com>","=?utf-8?B?8J+SviBOVFAvU05UUCB2NC92MyBTZXJ2ZXIvQ2xpZW50IEMr?=
 =?utf-8?B?KyAtIFRoZSBEYWlseSBCdWlsZA==?="
"Thu, 28 Dec 2023 17:21:24 +0000 (GMT)","""DJI@dji.com"" <noreply@dji.com>",=?UTF-8?B?5aSn55aG5Yib5paw5qyi6L+O5oKo55qE5Yqg5YWl77yB?=
"Thu, 28 Dec 2023 08:35:25 -0800",meetings-noreply@google.com,=?UTF-8?Q?Datos_de_la_reuni=C3=B3n_=22yue=2Dnkdc=2Dmaz=22_el_28_dic_2023?=
"Thu, 28 Dec 2023 12:20:00 +0000 (UTC)",Medium Daily Digest <noreply@medium.com>,"A Simple CI/CD Setup for ML Projects | Marcello Politi in Towards
 Data Science"
28 Dec 2023 06:59:00 -0500,"""CodeProject"" <mailout@maillist.codeproject.com>","=?utf-8?B?8J+klvCfk7AgIE1pY3Jvc29mdOKAmXMgZ2FtZSBjaGFuZ2Vy?=
 =?utf-8?B?IGZlYXR1cmUgcmVpbnN0YWxscyBXaW5kb3dzIDExIGRpcmVjdGx5IHZp?=
 =?utf-8?B?YSBXaW5kb3dzIFVwZGF0ZSAtIFRoZSBEYWlseSBJbnNpZGVy?="
"Thu, 28 Dec 2023 03:57:19 -0800",=?UTF-8?B?U0hFSU4=?= <shein@market.sheinmail.com>,"=?UTF-8?B?wr9TaWVudGVzIGVsIGZyw61vPyBIYXN0YSB1biA0MCUgZGUgZHQ=?=
	=?UTF-8?B?by7wn5Sl?="
"Thu, 28 Dec 2023 00:18:32 +0000 (UTC)",LinkedIn <messages-noreply@linkedin.com>,"=?UTF-8?Q?A=C3=B1ade_a_JACK_CHRISTOPHER_HUAIHUA_HUAYH?=
 =?UTF-8?Q?UA_(Desarrollador_full_stack)_a_tu_red?="
"Wed, 27 Dec 2023 16:59:55 -0600","""Tottus"" <contacto@pe.tottus.com>","=?UTF-8?B?RGVzY3VlbnRhem/wn5KwIGRlIGhhc3RhIDIwJSBPRkYgZW4gT3Jh?=
 =?UTF-8?B?bC1CLCBIJlMsIE5ldXRyw7NnZW5hIHkgbcOhcyBlbiBUb3R0dXMgQVBQ?=
 =?UTF-8?B?8J+YjiDCoUNvbXByYSB5YSEg8J+bkvCfkqg=?="
"Wed, 27 Dec 2023 12:03:57 -0800",=?UTF-8?B?RGlhbmUgQCBMaW5rZWRJbiBQcmVtaXVt?= <linkedin@e.linkedin.com>,"GABRIELA ANGEL, gracias por ser miembro de LinkedIn"
"Wed, 27 Dec 2023 19:55:37 +0000",Mentioned by Miria Benincasa <premium@academia-mail.com>,"=?UTF-8?Q?=E2=80=9CG._Chipana_Perez=E2=80=9D:_1_menci=C3=B3n_en_un?=
 =?UTF-8?Q?_art=C3=ADculo_sobre_Clinical_Sciences_recientemente_descubiertos?=
 =?UTF-8?Q?_por_Academia?="
"Wed, 27 Dec 2023 13:56:17 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?CONVOCATORIA_DE_PR=C3=81CTICAS_=2D_BIOLOGIA=2C_ING=2E_INDUSTRI?=
	=?UTF-8?Q?AS_ALIMENTARIAS=2C_ING=2E_QU=C3=8DMICA?="
"Wed, 27 Dec 2023 18:55:32 +0000 (UTC)",LinkedIn <jobs-listings@linkedin.com>,"Vacante de Web Development Specialist en Teleperformance: En busca
 activa de personal"
"Wed, 27 Dec 2023 13:47:29 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,=?UTF-8?Q?CONVOCATORIA_DE_PR=C3=81CTICAS_=2D_ING=2E_INDUSTRIAL?=
